country,vil_id,rain,average,pop,dist,nomkt,vdsa_hh_id,tot_acre,genderH,ageH,noadultM,noadultF,nokids,sizehh,farm_cat,aindex,lindex,prcl_id,sur_yr,plot_area,output,price,value,lab_q,fert_q,irr_q,mech_v,pest_v
India,118,,,3000,4.5,4,118049,3.97,1,29,3,2,0,5,MD,.6706261,-.41959643,118049032,2012,.4046860039234161,1300,13.5,17550,35.5,211,18.5,2800,350
India,124,,,3792,12,1,124046,4,1,52,3,3,0,6,MD,1.5384358,.31283316,124046016,2009,.8093720078468323,4038,15,60570,166,225,153,1200,965
India,117,,,6979,0,4,117044,1.66,1,41,1,1,0,2,MD,-1.8586891,-1.0387695,117044104,2012,.0121405804529786,25,16,400,11.5,5,.0299999993294477,77,0
India,136,,,2518,30,0,136309,24.75,1,45,4,4,1,9,MD,.71905476,1.8757863,136309040,2009,.4046860039234161,1100,15,16500,541,100,7.75,815,0
India,123,,,1410,14,1,123030,0,1,46,2,3,0,5,SM,-.80133688,.012997441,123030008,2013,.4046860039234161,700,15,10500,327,20,0,603.25,3000
India,118,,,3000,4.5,4,118042,3.0799999,1,34,2,2,1,5,MD,-.30370849,-1.0387695,118042056,2012,.1740149855613708,500,13.5,6750,11.5,76.5,6.5,1204,0
India,119,,,3600,5,4,119059,1.5,1,70,2,4,1,7,LA,-1.3176047,-.7389338,119059112,2012,.0364217385649681,100,13,1300,11.97,16,1.600000023841858,1098,0
India,134,,,1427,9,1,134214,0,1,55,3,1,0,4,SM,.02561116,-.45646423,134214056,2013,1.214058041572571,4600,14.5,66700,167.5,228.25,3,8050.5,1045.699999809265
India,135,,,876,12,2,135223,0,1,65,6,3,2,11,LA,.47322065,-.43909809,135223008,2013,2.023430109024048,3600,13.65,49140,97,500,5,15147,0
India,135,,,876,12,2,135002,0,1,53,3,1,0,4,SM,.47589174,-1.050347,135002032,2013,1.011715054512024,3000,13.6,40800,99,350,2.5,5500,0
India,131,,,2537,25,1,131055,0,1,44,1,3,1,5,LA,1.5611368,-1.0387695,131055016,2013,.8093720078468323,830,24,19920,222,100,0,2810,0
India,137,,,880,13,2,137050,12,1,32,3,1,2,6,LA,.7916978,-.10025904,137050032,2009,1.214058041572571,2150,14,30100,30.5,300,0,4650,0
India,119,,,3600,5,4,119041,1.05,1,72,8,3,4,15,MD,-.80779922,-.42538515,119041040,2012,.0728434771299362,150,13.5,2025,27,32,3.5,400,0
India,134,,,1427,9,1,134060,0,1,52,1,1,0,2,LB,.031664744,-1.0561357,134060008,2013,1.416401028633118,2600,14.75,38350,140.75,410,3.5,8399.989990234375,0
India,123,,,1410,14,1,123039,0,1,32,3,2,1,6,SM,-.311342,-.41959643,123039008,2013,.6070290207862854,1100,15,16500,395,0,0,1154,3900
India,134,,,1427,9,1,134221,0,1,45,3,1,1,5,SM,.53272867,-.61775309,134221008,2013,1.416401028633118,3200,15,48000,340,450,0,7845.961547851563,0
India,134,,,1427,9,1,134224,0,1,55,3,3,0,6,LA,1.5006009,1.015545,134224016,2013,3.642174005508423,12200,16.049999,195810,388,1077,9,21219,0
India,121,,,4500,9,1,121041,0,1,56,7,3,2,12,MD,.1227665,.30704445,121041032,2013,.2023430019617081,880,15,13200,150,135,0,1110,0
India,120,,,4494,15,4,120046,1.35,1,65,6,5,4,15,MD,-1.4507835,-.10025904,120046056,2012,.2023430019617081,450,12,5400,57,49.5,7,1260,0
India,118,,,3000,4.5,4,118052,6.25,1,82,2,1,1,4,LA,1.1242995,-1.0387695,118052056,2012,.4046860039234161,800,13.5,10800,26,224,15,2800,0
India,120,,,4494,15,4,120046,1.35,1,65,6,5,4,15,MD,-1.4507835,-.10025904,120046008,2012,.0809372067451477,180,12,2160,21,20,2.5,474,0
India,120,,,4494,15,4,120051,4.5,1,52,5,6,1,12,LA,.14729379,-.7389338,120051008,2012,.3035145103931427,600,12,7200,57,49,4.5,1237.5,0
India,120,,,4494,15,4,120050,12,1,50,2,1,3,6,LA,.086445004,-.41959643,120050008,2012,.8093720078468323,1700,12,20400,139,174,12,3860,0
India,134,,,1427,9,1,134221,4,1,41,3,2,0,5,SM,-.28410089,-.087546222,134221056,2009,.6070290207862854,900,13,11700,117,215,0,1659.419998168945,430
India,119,,,3600,5,4,119051,1.26,1,47,4,4,3,11,LA,-1.4205157,-.82247257,119051112,2012,.121405802667141,240,13.5,3240,36.049999,42,5.5,600,0
India,137,,,880,13,2,137046,10.5,1,37,1,1,3,5,MD,-.34197593,.95150793,137046016,2012,1.315229535102844,1900,17,32300,494,100,0,3437.5,0
India,117,,,6979,0,4,117056,6.1100001,1,68,5,5,1,11,LA,1.5369225,-.41959643,117056104,2012,.0971246436238289,350,16,5600,29,40,4,564,0
India,131,,,2537,25,1,131051,14,1,62,2,1,0,3,LA,1.5066545,-.28683826,131051016,2009,3.237488031387329,2500,14,35000,739,290,0,0,0
India,119,,,3600,5,4,119053,5.1999998,1,74,6,5,5,16,LA,1.2816926,-1.0387695,119053104,2012,.1618744134902954,320,13,4160,42,64,5.5,890,0
India,118,,,3000,4.5,4,118052,6.25,1,82,2,1,1,4,LA,1.1242995,-1.0387695,118052072,2012,.4046860039234161,960,13.5,12960,32,191,18,2800,0
India,138,,,1774,10,2,138052,34.400002,1,73,9,9,5,23,LA,1.1679993,4.6665463,138052032,2012,1.618744015693665,4972,15,74580,614,280,0,11370,0
India,131,,,2537,25,1,131052,12,1,64,3,1,0,4,LA,.43957025,-1.0387695,131052040,2009,.4046860039234161,220,14,3080,82.5,45,0,325,0
India,118,,,3000,4.5,4,118044,4.2399998,1,44,2,1,2,5,MD,1.1242995,-.10025904,118044056,2012,.6555913686752319,2370,13.5,31995,33,283,1.620000004768372,4536,0
India,121,,,4500,9,1,121050,8,1,50,2,2,0,4,LA,1.4945474,.16057335,121050008,2009,.8093720078468323,1700,13,22100,282,250,25.25,1430,0
India,130,,,1995,18,1,130030,2.8,1,53,2,1,0,3,SM,-.82559395,-1.0387695,130030016,2009,.121405802667141,200,15,3000,118,115,0,0,0
India,131,,,2537,25,1,131042,5.25,1,41,3,1,2,6,MD,-.80436367,-1.0445583,131042016,2009,.4046860039234161,64,15,960,50,46,0,0,0
India,138,,,1774,10,2,138050,19.5,1,51,3,3,0,6,LA,.63902205,.97100955,138050016,2012,4.856232166290283,11542,14,161588,1257,600,0,23800,0
India,118,,,3000,4.5,4,118041,3.23,1,37,3,4,2,9,MD,.2199368,-.41959643,118041008,2012,.8093720078468323,2800,13.5,37800,60,468,26,5600,1420
India,138,,,1774,10,2,138030,2,1,35,2,2,0,4,SM,-.70556039,-.10478725,138030032,2009,.2023430019617081,575,13,7475,83,47,0,390,0
India,131,,,2537,25,1,131054,8.5,1,35,3,3,0,6,LA,.48073462,-1.0387695,131054032,2009,.8093720078468323,180,14,2520,178.5,92,0,2250,0
India,138,,,1774,10,2,138057,14,1,70,3,1,0,4,LA,-1.2247851,.63217056,138057008,2009,1.1776362657547,3010,13,39130,464,311,5,4570,0
India,117,,,6979,0,4,117053,6.04,1,62,5,4,0,9,LA,.9833222,-.43909809,117053032,2012,.3035145103931427,0,0,0,17,50,.75,300,0
India,118,,,3000,4.5,4,118055,7.9200001,1,67,6,2,2,10,LA,.2925798,-.7389338,118055056,2012,.2509053349494934,800,13.5,10800,12.5,120,.6200000047683716,1736,0
India,119,,,3600,5,4,119058,4.52,1,42,2,2,3,7,LA,-.35948491,-.41959643,119058008,2012,.3035145103931427,600,13.5,8100,80.349998,135,9,2167.5,0
India,117,,,6979,0,4,117047,3.01,1,64,4,4,4,12,MD,-.2976549,.83825141,117047032,2012,.1456869542598724,400,16,6400,59,66,.3600000143051147,1244,0
India,135,,,876,12,2,135210,0,1,50,2,1,0,3,SM,.086146995,-1.0387695,135210032,2013,.8093720078468323,1800,13.5,24300,53.5,400,0,4116.639999389648,0
India,134,,,1427,9,1,134204,0,1,56,3,2,2,7,MD,.92997986,-.60617566,134204008,2013,1.214058041572571,3000,15,45000,169,500,3,6699.939956665039,0
India,134,,,1427,9,1,134221,0,1,45,3,1,1,5,SM,.53272867,-.61775309,134221104,2013,.8093720078468323,1500,12,18000,113.5,350,2,4500,0
India,137,,,880,13,2,137053,11,1,68,3,2,0,5,LA,-.26327935,-.82247257,137053008,2012,.4046860039234161,275,18,4950,102.5,0,0,2150,0
India,137,,,880,13,2,137041,6.5,1,43,3,2,2,7,MD,-.83059388,.31283316,137041056,2009,.4046860039234161,960,14,13440,118.25,105,2,850,0
India,137,,,880,13,2,137051,0,1,44,7,8,4,19,LA,2.0212092,2.3764334,137051008,2013,6.070290088653564,18000,15,270000,556,1200,0,40280,0
India,118,,,3000,4.5,4,118055,7.9200001,1,67,6,2,2,10,LA,.2925798,-.7389338,118055088,2012,.3035145103931427,900,13.5,12150,23.75,147,15.5,2100,0
India,135,,,876,12,2,135047,0,1,37,1,3,2,6,LA,1.4703331,.2933315,135047008,2013,2.428116083145142,5000,13.8,69000,192,600,6,11999.94995117188,0
India,121,,,4500,9,1,121050,0,1,54,2,2,0,4,LA,1.5066545,-.11976071,121050008,2013,.8093720078468323,2280,15,34200,215,330,0,5720,0
India,118,,,3000,4.5,4,118039,1.41,1,42,4,3,4,11,SM,-.86530823,-.41959643,118039032,2012,.0647497624158859,250,13.6,3400,40.900002,28,3,192,0
India,120,,,4494,15,4,120050,12,1,50,2,1,3,6,LA,.086445004,-.41959643,120050032,2012,.8093720078468323,1700,12,20400,140,174,12,3860,0
India,131,,,2537,25,1,131051,14,1,65,2,1,0,3,LA,1.0176978,-.60617566,131051016,2012,2.428116083145142,1540,24,36960,266,150,0,4600,0
India,134,,,1427,9,1,134203,10.5,1,62,3,4,2,9,MD,.98300928,-.38987872,134203032,2012,.4046860039234161,1000,16,16000,172,125,0,2490.994995117188,0
India,121,,,4500,9,1,121045,0,1,50,2,2,1,5,MD,.14801896,-.41959643,121045056,2013,.2023430019617081,610,15,9150,125,80,0,735,0
India,113,,,4764,10,0,113241,11.25,1,48,2,1,1,4,LA,1.0420847,1.5370927,113241032,2009,.101171500980854,25,18,450,42,0,12.5,0,0
India,135,,,876,12,2,135223,0,1,65,6,3,2,11,LA,.47322065,-.43909809,135223056,2013,1.011715054512024,1400,13.6,19040,63,170,2.5,6400,0
India,121,,,4500,9,1,121042,2,1,50,2,1,0,3,MD,-.88952261,-.20329949,121042008,2009,.2023430019617081,410,13,5330,134,60,16,410,0
India,117,,,6979,0,4,117059,7.2399998,1,82,6,3,1,10,LA,1.5974582,-.11976071,117059096,2012,.1618744134902954,400,16,6400,34,63,8,800,120
India,131,,,2537,25,1,131042,0,1,45,3,1,2,6,MD,-.31436881,-1.0561357,131042016,2013,.505857527256012,640,24,15360,168,50,0,2395,0
India,121,,,4500,9,1,121047,0,1,39,1,1,2,4,MD,.1227665,-.033312272,121047032,2013,.2023430019617081,720,15,10800,126,80,9.150000002235174,1400,0
India,135,,,876,12,2,135054,11.75,1,56,3,1,0,4,LA,.10902634,-.015946131,135054064,2009,.8093720078468323,900,13,11700,486,420,41,524,160
India,137,,,880,13,2,137059,52,1,42,3,3,3,9,LA,1.6933364,1.2513436,137059040,2009,2.428116083145142,2700,13,35100,539,450,0,5800,0
India,135,,,876,12,2,135214,0,1,45,1,3,2,6,SM,1.5066545,-1.0387695,135214016,2013,1.618744015693665,4000,14,56000,111,600,4,10100,0
India,137,,,880,13,2,137040,4.5,1,40,3,3,2,8,MD,-.79266524,.096536227,137040016,2009,1.011715054512024,1500,13,19500,251,50,0,4030,0
India,134,,,1427,9,1,134209,0,1,28,1,1,3,5,SM,.94245028,-1.0387695,134209008,2013,1.011715054512024,2500,13,32500,145,200,2.5,8534,0
India,135,,,876,12,2,135212,0,1,53,3,1,0,4,SM,.19644763,.46102691,135212080,2013,1.214058041572571,2700,13.5,36450,121,300,0,8650,0
India,137,,,880,13,2,137057,0,1,53,4,3,1,8,LA,1.6933364,1.7377586,137057072,2013,6.879662036895752,21000,15,315000,1836,1105,0,32600,903
India,121,,,4500,9,1,121057,0,1,39,1,4,2,7,LA,-.412673,-.31212866,121057032,2013,1.214058041572571,3100,15,46500,303,550,0,8640,0
India,138,,,1774,10,2,138058,0,1,54,2,1,2,5,LA,-.99376965,.21907833,138058016,2013,2.326944351196289,6492,15,97380,662.5,330,0,20665,0
India,138,,,1774,10,2,138041,4,1,30,3,3,0,6,MD,-1.5550306,-.7389338,138041008,2009,1.570181727409363,3678,12,44136,437,450.5,1.75,6880,0
India,134,,,1427,9,1,134031,0,1,68,3,3,0,6,MD,.9981432,-.60617566,134031032,2013,.505857527256012,950,13.5,12825,79.75,200,1.25,3474.5,0
India,135,,,876,12,2,135215,4,1,42,2,2,2,6,MD,.22567742,.27810088,135215008,2009,.6070290207862854,750,12.5,9375,427,270,55,500,0
India,117,,,6979,0,4,117059,7.2399998,1,82,6,3,1,10,LA,1.5974582,-.11976071,117059104,2012,.1618744134902954,400,16,6400,35,63,8,800,0
India,134,,,1427,9,1,134214,0,1,55,3,1,0,4,SM,.02561116,-.45646423,134214096,2013,1.618744015693665,4000,14.5,58000,154,600,4,9365.150146484375,0
India,131,,,2537,25,1,131059,29.75,1,27,3,2,0,5,LA,.4940525,.64856791,131059040,2009,.505857527256012,275,14,3850,237,148,0,0,0
India,135,,,876,12,2,135038,3,1,46,3,1,0,4,SM,.47589174,-.7389338,135038016,2012,1.214058041572571,4025,15,60375,194,350,3,8025,0
India,134,,,1427,9,1,134203,0,1,63,3,4,2,9,MD,1.5066545,-.60617566,134203032,2013,1.214058041572571,3750,14,52500,299,150,0,10314,0
India,124,,,3792,12,1,124056,0,1,54,2,2,0,4,LA,1.543884,-1.0387695,124056032,2013,.9712464213371277,2220,14,31080,488,350,0,5901,108
India,134,,,1427,9,1,134055,0,1,37,1,2,1,4,LA,1.4725124,-.28683826,134055072,2013,1.618744015693665,4200,14.5,60900,198.5,501.5,4,9575,330.75
India,118,,,3000,4.5,4,118051,9.4200001,1,67,3,3,4,10,LA,-.15842248,.49941239,118051072,2012,.4411077499389648,1380,13.5,18630,38,210,17,3052,0
India,134,,,1427,9,1,134209,0,1,28,1,1,3,5,SM,.94245028,-1.0387695,134209032,2013,1.011715054512024,2600,13,33800,142,200,2.5,8534,0
India,118,,,3000,4.5,4,118058,7.4499998,1,60,2,3,2,7,LA,.14698084,.180075,118058088,2012,.2509053349494934,980,13.5,13230,17,115,9.5,1736,0
India,138,,,1774,10,2,138043,4.2800002,1,47,4,2,0,6,MD,.9621774,2.5091915,138043056,2012,2.832802057266235,4245,14,59430,682.25,300,0,9800,0
India,130,,,1995,18,1,130050,28.6,1,58,4,1,0,5,LA,.17695075,-.60617566,130050024,2009,.4046860039234161,420,15,6300,96,65,0,0,0
India,138,,,1774,10,2,138056,0,1,38,3,1,1,5,LA,-.89691228,.83825141,138056016,2013,1.618744015693665,4260,15,63900,436,310,0,9848,0
India,118,,,3000,4.5,4,118039,1.41,1,42,4,3,4,11,SM,-.86530823,-.41959643,118039088,2012,.7567628622055054,2600,13.6,35360,55.5,365,1.870000004768372,5236,0
India,138,,,1774,10,2,138058,8.1000004,1,50,1,1,3,5,LA,-.99376965,-.41959643,138058048,2009,.5299363136291504,1236,12,14832,330.5,132.25,0,2655,0
India,138,,,1774,10,2,138055,6,1,45,2,3,3,8,LA,-.95744812,.33233482,138055008,2009,1.618744015693665,3242,12,38904,583,340,0,5440,0
India,120,,,4494,15,4,120054,1.3,1,62,7,5,0,12,LA,-1.3993281,.19957668,120054032,2012,.5463261008262634,1200,12,14400,101,135,7.5,2508,0
India,118,,,3000,4.5,4,118004,0,1,58,4,1,3,8,LB,-1.4749979,-.41959643,118004008,2012,.7527160048484802,2300,13.5,31050,58.5,352,1.860000014305115,5208,1050
India,134,,,1427,9,1,134244,12,1,30,3,3,0,6,LA,1.4642794,2.7324126,134244112,2012,1.618744015693665,4500,16,72000,264,604,4,8449.982437133789,0
India,119,,,3600,5,4,119030,.89999998,1,37,2,2,4,8,SM,-1.1359972,-.42538515,119030008,2012,.1618744134902954,400,13.5,5400,43.25,64,5.5,890,0
India,118,,,3000,4.5,4,118040,3.49,1,34,1,3,1,5,SM,-.26901996,-.41959643,118040032,2012,.076890341937542,260,13.5,3510,6,43,.1899999976158142,532,0
India,119,,,3600,5,4,119031,.79000002,1,57,3,1,1,5,SM,-1.7799925,-.41959643,119031096,2012,.121405802667141,360,13.5,4860,35,42,6,730,0
India,134,,,1427,9,1,134053,0,1,38,6,3,0,9,LA,1.9001374,.87818515,134053032,2013,1.618744015693665,4500,15,67500,266.5,600,0,13160.47497558594,0
India,137,,,880,13,2,137044,6,1,30,3,2,0,5,MD,.19644763,.33233482,137044016,2009,.8093720078468323,1460,13,18980,275,150,2.5,1405,0
India,134,,,1427,9,1,134053,0,1,38,6,3,0,9,LA,1.9001374,.87818515,134053008,2013,1.618744015693665,4800,14.5,69600,233,600,0,14173.92993164063,0
India,137,,,880,13,2,137047,0,1,44,3,1,2,6,MD,.58381814,1.8705168,137047008,2013,.9914807081222534,2500,15,37500,348,130,0,4880,0
India,118,,,3000,4.5,4,118031,2,1,67,1,1,1,3,SM,-.37635148,-.41959643,118031056,2012,.101171500980854,460,43.400002,19964,6.5,38,.25,625,0
India,138,,,1774,10,2,138042,3.75,1,50,4,2,3,9,MD,-1.3155888,.61266887,138042032,2009,.2023430019617081,434,12,5208,160,52,0,955,0
India,138,,,1774,10,2,138054,12,1,50,2,2,0,4,LA,-1.1945171,.012997441,138054016,2009,2.330991268157959,4856,12,58272,727,576,3.5,7470,0
India,137,,,880,13,2,137059,46,1,45,2,3,5,10,LA,1.6933364,2.6762691,137059072,2012,3.237488031387329,6500,18,117000,1016.5,325,0,12609,0
India,134,,,1427,9,1,134042,0,1,42,1,2,4,7,MD,.078580014,-.60617566,134042008,2013,.8093720078468323,1500,14.5,21750,112.5,200,2,5899.75,0
India,119,,,3600,5,4,119053,5.1999998,1,74,6,5,5,16,LA,1.2816926,-1.0387695,119053072,2012,.1618744134902954,320,13,4160,43.5,56,5.5,890,0
India,135,,,876,12,2,135214,6,1,44,1,3,2,6,SM,.98137629,-1.0387695,135214016,2012,1.214058041572571,4000,15,60000,105,500,3,6825,187.5
India,118,,,3000,4.5,4,118057,5,1,50,2,3,0,5,LA,.63430458,-.11976071,118057032,2012,.6313101649284363,2700,13.5,36450,63,246.25,31.5,4368,1050
India,137,,,880,13,2,137053,11,1,65,3,2,1,6,LA,-.3177616,-.60617566,137053056,2009,.8093720078468323,850,13,11050,82,30,0,2750,0
India,138,,,1774,10,2,138053,0,1,54,2,2,2,6,LA,-.25250831,.33233482,138053008,2013,2.023430109024048,4987,15,74805,592.15997,280,0,16416,0
India,137,,,880,13,2,137049,5.5,1,65,2,1,3,6,MD,-.11193976,-.41959643,137049040,2009,.6070290207862854,570,13,7410,103,105,0,2250,0
India,138,,,1774,10,2,138043,4.2800002,1,44,4,2,0,6,MD,.9621774,.7992481,138043056,2009,1.962727069854736,4568,12,54816,666,577,3.75,7520,0
India,138,,,1774,10,2,138057,14,1,70,3,1,0,4,LA,-1.2247851,.63217056,138057056,2009,.4046860039234161,978,12,11736,169,105,0,1430,0
India,134,,,1427,9,1,134055,32,1,36,1,2,0,3,LA,1.4725124,.012997441,134055016,2012,.6070290207862854,2200,15.5,34100,117.5,200,0,3452,0
India,123,,,1410,14,1,123058,8,1,38,2,2,2,6,LA,-1.3186157,-.0065042218,123058016,2009,.6474976539611816,800,15,12000,326,70,6.5,430,650
India,138,,,1774,10,2,138048,2.5,1,65,1,1,0,2,MD,-1.8768498,-.7389338,138048016,2009,.505857527256012,1078,12,12936,249,145,0,2500,0
India,118,,,3000,4.5,4,118042,3.0799999,1,34,2,2,1,5,MD,-.30370849,-1.0387695,118042072,2012,.1982961446046829,490,13.5,6615,13.5,93.5,6.5,1372,0
India,123,,,1410,14,1,123053,0,1,59,4,4,0,8,LA,.10460575,.012997441,123053008,2013,1.214058041572571,2000,15,30000,496,0,0,1706,6000
India,117,,,6979,0,4,117052,5.0300002,1,60,6,7,0,13,LA,.20751667,-.10025904,117052096,2012,.1416400969028473,300,16,4800,50,78,6,1025,0
India,121,,,4500,9,1,121008,0,1,32,2,3,2,7,LB,-1.3095353,.60688013,121008008,2013,.2023430019617081,590,15,8850,113,90,11.45000001788139,1500,0
India,130,,,1995,18,1,130054,40,1,29,3,3,0,6,LA,1.573244,1.5511793,130054024,2009,.8093720078468323,990,15,14850,296,270,0,0,0
India,118,,,3000,4.5,4,118035,1.99,1,60,4,2,1,7,SM,-.34002998,-.43909809,118035008,2012,.2509053349494934,800,13.5,10800,18.5,120,8.5,1736,212
India,120,,,4494,15,4,120054,1.3,1,62,7,5,0,12,LA,-1.3993281,.19957668,120054008,2012,.2428116053342819,525,12,6300,43.5,58,4,1128,0
India,138,,,1774,10,2,138044,4,1,68,2,1,0,3,MD,-.92718023,.33233482,138044016,2012,.8093720078468323,2338,12,28056,239,100,0,5100,0
India,137,,,880,13,2,137040,0,1,44,1,3,6,10,MD,-.46479246,.81874979,137040016,2013,1.821087002754211,3600,15,54000,517,250,0,15400,0
India,138,,,1774,10,2,138057,14,1,73,3,2,1,6,LA,-.212496,.95150793,138057040,2012,2.428116083145142,5872,15,88080,779,390,0,14225,0
India,118,,,3000,4.5,4,118042,3.0799999,1,34,2,2,1,5,MD,-.30370849,-1.0387695,118042008,2012,.3156550824642181,930,13.5,12555,22.5,152,11.5,2184,0
India,120,,,4494,15,4,120034,.64999998,1,68,4,2,2,8,SM,-.95740616,-.41959643,120034032,2012,.0809372067451477,150,12,1800,19,18,3,414,0
India,118,,,3000,4.5,4,118041,3.23,1,37,3,4,2,9,MD,.2199368,-.41959643,118041072,2012,.0971246436238289,285,13.5,3847.5,9.3000002,58,.239999994635582,672,0
India,138,,,1774,10,2,138043,4.2800002,1,44,4,2,0,6,MD,.9621774,.7992481,138043040,2009,.9226840734481812,1518,12,18216,277,138,2,4150,0
India,119,,,3600,5,4,119046,1.75,1,56,2,3,0,5,MD,-1.372087,-.20329949,119046128,2012,.0485623218119144,150,13.5,2025,15.55,19,1.75,302,0
India,137,,,880,13,2,137046,0,1,38,1,1,3,5,MD,.47485363,.63217056,137046048,2013,2.023430109024048,6000,15,90000,574,300,0,20400,0
India,135,,,876,12,2,135080,0,1,48,2,3,1,6,MD,.58485627,-.30633995,135080032,2013,.8093720078468323,2400,13.5,32400,128,200,2,5060,0
India,119,,,3600,5,4,119058,4.52,1,42,2,2,3,7,LA,-.35948491,-.41959643,119058032,2012,.3035145103931427,600,13.5,8100,79.849998,135,9,2167.5,0
India,119,,,3600,5,4,119053,5.1999998,1,74,6,5,5,16,LA,1.2816926,-1.0387695,119053032,2012,.1618744134902954,310,13,4030,42.549999,64,8,890,0
India,117,,,6979,0,4,117031,.99000001,1,47,1,2,2,5,SM,-1.4205157,-.41959643,117031008,2012,.1861555725336075,0,0,0,79,74,.4600000083446503,1164,0
India,131,,,2537,25,1,131033,1,1,51,3,2,2,7,SM,.091115274,-.28683826,131033072,2012,.4046860039234161,380,22,8360,178,100,0,1200,0
India,121,,,4500,9,1,121001,0,1,39,2,2,3,7,LB,-1.3155888,-.75629991,121001008,2013,.2023430019617081,520,15,7800,107,75,0,745,0
India,118,,,3000,4.5,4,118052,6.25,1,82,2,1,1,4,LA,1.1242995,-1.0387695,118052008,2012,.8093720078468323,2890,13.5,39015,46,392,37,5600,0
India,134,,,1427,9,1,134244,12,1,30,3,3,0,6,LA,1.4642794,2.7324126,134244096,2012,2.428116083145142,7000,16,112000,540,950,0,13417.98999023438,0
India,137,,,880,13,2,137051,43,1,43,6,8,5,19,LA,1.6933364,2.0375943,137051008,2012,2.832802057266235,7000,15,105000,903.5,500,0,39415,900
India,134,,,1427,9,1,134059,18,1,49,2,1,1,4,LA,1.098749,1.2513436,134059008,2012,3.642174005508423,10000,15.5,155000,269.5,1200,9,16369.9599609375,0
India,135,,,876,12,2,135054,0,1,60,2,1,0,3,LA,1.1485138,-.20329949,135054048,2013,1.214058041572571,3000,13,39000,313,300,0,10964.93747711182,0
India,124,,,3792,12,1,124051,8,1,65,4,2,0,6,LA,1.5369225,-.60617566,124051008,2009,1.618744015693665,7236,15,108540,197,350,148.75,2400,1080
India,134,,,1427,9,1,134203,10.5,1,62,3,4,2,9,MD,.98300928,-.38987872,134203112,2012,1.112886548042297,3900,16,62400,215.5,350,0,5526.987548828125,0
India,119,,,3600,5,4,119030,.89999998,1,37,2,2,4,8,SM,-1.1359972,-.42538515,119030032,2012,.0283280201256275,30,35,1050,12,9,1,77,0
India,118,,,3000,4.5,4,118037,1.74,1,28,3,2,0,5,SM,.59798312,-.7389338,118037032,2012,.2023430019617081,960,13.6,13056,26,116,12.5,1250,350
India,134,,,1427,9,1,134041,0,1,35,4,3,0,7,MD,.9351784,.31283316,134041072,2013,.8093720078468323,1200,16,19200,98.5,225,2,6800,0
India,135,,,876,12,2,135223,7.5,1,64,6,3,0,9,LA,.46716705,-.10025904,135223056,2012,.8093720078468323,1715,14.71,25227.650390625,139,250,2,4770,375
India,124,,,3792,12,1,124059,0,1,54,2,3,0,5,LA,1.9606733,.33233482,124059008,2013,.6474976539611816,1210,15,18150,374,250,0,2652,0
India,134,,,1427,9,1,134051,0,1,44,2,1,1,4,LA,1.4612527,-.60617566,134051008,2013,2.529287576675415,7800,14.5,113100,361.5,600,0,16935.97998046875,0
India,118,,,3000,4.5,4,118031,2,1,67,1,1,1,3,SM,-.37635148,-.41959643,118031008,2012,.505857527256012,1370,13.4,18358,42,260,17.5,3500,700
India,137,,,880,13,2,137052,0,1,64,1,1,0,2,LA,.64435399,.83825141,137052048,2013,2.630459070205688,8000,15,120000,816,430,0,17600,0
India,137,,,880,13,2,137041,6.5,1,43,3,2,2,7,MD,-.83059388,.31283316,137041040,2009,.2023430019617081,420,14,5880,58.5,67.5,0,440,0
India,118,,,3000,4.5,4,118033,2,1,36,3,1,0,4,SM,-.39451224,-1.0387695,118033104,2012,.0687966197729111,0,0,0,6.75,32,2.75,476,0
India,121,,,4500,9,1,121038,0,1,39,2,2,1,5,SM,-.88952261,-.010157417,121038032,2013,.2023430019617081,620,15,9300,135,90,0,910,0
India,117,,,6979,0,4,117052,5.0300002,1,60,6,7,0,13,LA,.20751667,-.10025904,117052008,2012,.2509053349494934,640,16,10240,82,130,.6200000047683716,1930,0
India,118,,,3000,4.5,4,118059,32.799999,1,62,9,6,3,18,LA,.88250154,.49941239,118059096,2012,.8093720078468323,2700,13.5,36450,57,346,33.5,5600,1050
India,134,,,1427,9,1,134040,0,1,31,2,3,1,6,LA,.9981432,2.4506865,134040008,2013,3.642174005508423,13000,15,195000,672.5,450,0,30673,982.2999992370605
India,138,,,1774,10,2,138050,19.5,1,48,3,3,0,6,LA,-.70113981,1.2513436,138050016,2009,2.719490051269531,8485,12,101820,821,635,5.25,10480,0
India,117,,,6979,0,4,117050,14.77,1,64,1,2,1,4,LA,1.5369225,-.41959643,117050088,2012,.1699681282043457,500,16,8000,32,45,5,1113,0
India,123,,,1410,14,1,123051,12,1,55,3,5,2,10,LA,-.91373694,.31283316,123051008,2009,.3237488269805908,700,16,11200,255,130,5.75,450,400
India,134,,,1427,9,1,134051,0,1,44,2,1,1,4,LA,1.4612527,-.60617566,134051088,2013,1.214058041572571,4000,14.5,58000,252,450,0,9539.47509765625,0
India,134,,,1427,9,1,134045,6,1,55,2,2,3,7,MD,.98906285,-.10025904,134045016,2012,.6576147675514221,1500,16,24000,68.5,215,1.625,3364.192001342773,0
India,121,,,4500,9,1,121032,0,1,54,4,3,0,7,SM,-.89557618,.26438794,121032008,2013,.3035145103931427,950,14.5,13775,147,150,8.200000002980232,1850,240
